,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory
335,Jack County,55230_G_CT1,55230,G,CT1,4236.0,Combined Cycle,,ERC_REST,Texas,48.0,Wise,497.0,48497.0,165.0,7177.0,2006.0,9999.0,,,N,Natural Gas,,,,DLNB + NH3,SCR,,,,,,,,,0.02244,0.02244,0.02244,0.02244,,,,,,,,,,,,Natural Gas,55230.0,33.101,-97.9574,,,,,,,,,3.419101677638398,117.0,POINT (-97.95740000000001 33.101),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,28.138892740410782,1,0.0,1,1,0,False,False,False,55230+CT1,,,,,,,,,,,,
336,Jack County,55230_G_CT2,55230,G,CT2,4237.0,Combined Cycle,,ERC_REST,Texas,48.0,Wise,497.0,48497.0,165.0,7177.0,2006.0,9999.0,,,N,Natural Gas,,,,DLNB + NH3,SCR,,,,,,,,,0.02244,0.02244,0.02244,0.02244,,,,,,,,,,,,Natural Gas,55230.0,33.101,-97.9574,,,,,,,,,3.419101677638398,117.0,POINT (-97.95740000000001 33.101),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,28.138892740410782,1,0.0,1,1,0,False,False,False,55230+CT2,,,,,,,,,,,,
337,Jack County,55230_G_CT3,55230,G,CT3,90582.0,Combined Cycle,,ERC_REST,Texas,48.0,Wise,497.0,48497.0,165.0,7177.0,2011.0,9999.0,,,N,Natural Gas,,,,DLNB + NH3,SCR,,,,,,,,,0.01015,0.01015,0.01015,0.01015,,,,,,,,,,,,Natural Gas,55230.0,33.101,-97.9574,,,,,,,,,3.419101677638398,117.0,POINT (-97.95740000000001 33.101),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,28.138892740410782,1,0.0,1,1,0,False,False,False,55230+CT3,,,,,,,,,,,,
338,Jack County,55230_G_CT4,55230,G,CT4,90583.0,Combined Cycle,,ERC_REST,Texas,48.0,Wise,497.0,48497.0,165.0,7177.0,2011.0,9999.0,,,N,Natural Gas,,,,DLNB + NH3,SCR,,,,,,,,,0.01015,0.01015,0.01015,0.01015,,,,,,,,,,,,Natural Gas,55230.0,33.101,-97.9574,,,,,,,,,3.419101677638398,117.0,POINT (-97.95740000000001 33.101),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,28.138892740410782,1,0.0,1,1,0,False,False,False,55230+CT4,,,,,,,,,,,,
339,Jack County,55230_G_ST1,55230,G,ST1,,Combined Cycle,,ERC_REST,Texas,48.0,Wise,497.0,48497.0,290.5,7177.0,2006.0,9999.0,,,N,Natural Gas,,,,DLNB + NH3,SCR,2006.0,,,,,,,,0.02244,0.02244,0.02244,0.02244,,,,,,,,,,,,Natural Gas,55230.0,33.101,-97.9574,,,,,,,,,3.419101677638398,117.0,POINT (-97.95740000000001 33.101),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,92.379,29657.092040907068,116.2,0.0,13170.0,3.5999999999999996,28.138892740410782,1,0.0,1,1,0,False,False,False,55230+ST1,,,,,,,,,,,,
340,Jack County,55230_G_ST2,55230,G,ST2,,Combined Cycle,,ERC_REST,Texas,48.0,Wise,497.0,48497.0,290.5,7177.0,2011.0,9999.0,,,N,Natural Gas,,,,DLNB + NH3,SCR,2011.0,,,,,,,,0.01015,0.01015,0.01015,0.01015,,,,,,,,,,,,Natural Gas,55230.0,33.101,-97.9574,,,,,,,,,3.419101677638398,117.0,POINT (-97.95740000000001 33.101),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,92.379,29657.092040907068,116.2,0.0,13170.0,3.5999999999999996,28.138892740410782,1,0.0,1,1,0,False,False,False,55230+ST2,,,,,,,,,,,,
341,Wise County Power LLC,55320_G_GT1,55320,G,GT1,8524.0,Combined Cycle,,ERC_REST,Texas,48.0,Wise,497.0,48497.0,225.0,7398.0,2004.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01943,0.01943,0.01943,0.01943,,,,,,,,,,,,Natural Gas,55320.0,33.0583,-97.9103,,,,,,,,,3.419101677638398,117.0,POINT (-97.91030000000001 33.0583),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,71.55,22970.208981769676,90.0,0.0,13170.0,3.5999999999999996,28.894514211168868,1,0.0,1,1,0,False,False,False,55320+GT1,,,,,,,,,,,,
342,Wise County Power LLC,55320_G_GT2,55320,G,GT2,8526.0,Combined Cycle,,ERC_REST,Texas,48.0,Wise,497.0,48497.0,225.0,7398.0,2004.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01943,0.01943,0.01943,0.01943,,,,,,,,,,,,Natural Gas,55320.0,33.0583,-97.9103,,,,,,,,,3.419101677638398,117.0,POINT (-97.91030000000001 33.0583),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,71.55,22970.208981769676,90.0,0.0,13170.0,3.5999999999999996,28.894514211168868,1,0.0,1,1,0,False,False,False,55320+GT2,,,,,,,,,,,,
343,Wise County Power LLC,55320_G_ST1,55320,G,ST1,,Combined Cycle,,ERC_REST,Texas,48.0,Wise,497.0,48497.0,230.0,7398.0,2004.0,9999.0,,,N,Natural Gas,,,,DLNB + NH3,SCR,2004.0,,,,,,,,0.01943,0.01943,0.01943,0.01943,,,,,,,,,,,,Natural Gas,55320.0,33.0583,-97.9103,,,,,,,,,3.419101677638398,117.0,POINT (-97.91030000000001 33.0583),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,73.14,23480.658070253445,92.0,0.0,13170.0,3.5999999999999996,28.894514211168868,1,0.0,1,1,0,False,False,False,55320+ST1,,,,,,,,,,,,
344,Forney Energy Center,55480_G_ST1,55480,G,ST1,,Combined Cycle,,ERC_REST,Texas,48.0,Kaufman,257.0,48257.0,415.0,7610.0,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03304,0.03304,0.03304,0.03304,,,,,,,,,,,,Natural Gas,55480.0,32.7563,-96.4916,,,,,,,,,3.419101677638398,117.0,POINT (-96.49160000000001 32.7563),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,131.97,42367.27434415295,166.0,0.0,13170.0,3.5999999999999996,29.619363766828208,1,0.0,1,1,0,False,False,False,55480+ST1,,,,,,,,,,,,
345,Forney Energy Center,55480_G_ST2,55480,G,ST2,,Combined Cycle,,ERC_REST,Texas,48.0,Kaufman,257.0,48257.0,415.0,7610.0,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03179,0.03179,0.03179,0.03179,,,,,,,,,,,,Natural Gas,55480.0,32.7563,-96.4916,,,,,,,,,3.419101677638398,117.0,POINT (-96.49160000000001 32.7563),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,131.97,42367.27434415295,166.0,0.0,13170.0,3.5999999999999996,29.619363766828208,1,0.0,1,1,0,False,False,False,55480+ST2,,,,,,,,,,,,
346,Forney Energy Center,55480_G_U1,55480,G,U1,4853.0,Combined Cycle,,ERC_REST,Texas,48.0,Kaufman,257.0,48257.0,168.0,7610.0,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03304,0.03304,0.03304,0.03304,,,,,,,,,,,,Natural Gas,55480.0,32.7563,-96.4916,,,,,,,,,3.419101677638398,117.0,POINT (-96.49160000000001 32.7563),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,53.424,17151.089373054692,67.2,0.0,13170.0,3.5999999999999996,29.619363766828208,1,0.0,1,1,0,False,False,False,55480+U1,,,,,,,,,,,,
347,Forney Energy Center,55480_G_U2,55480,G,U2,4854.0,Combined Cycle,,ERC_REST,Texas,48.0,Kaufman,257.0,48257.0,168.0,7610.0,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03304,0.03304,0.03304,0.03304,,,,,,,,,,,,Natural Gas,55480.0,32.7563,-96.4916,,,,,,,,,3.419101677638398,117.0,POINT (-96.49160000000001 32.7563),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,53.424,17151.089373054692,67.2,0.0,13170.0,3.5999999999999996,29.619363766828208,1,0.0,1,1,0,False,False,False,55480+U2,,,,,,,,,,,,
348,Forney Energy Center,55480_G_U3,55480,G,U3,4855.0,Combined Cycle,,ERC_REST,Texas,48.0,Kaufman,257.0,48257.0,168.0,7610.0,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03304,0.03304,0.03304,0.03304,,,,,,,,,,,,Natural Gas,55480.0,32.7563,-96.4916,,,,,,,,,3.419101677638398,117.0,POINT (-96.49160000000001 32.7563),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,53.424,17151.089373054692,67.2,0.0,13170.0,3.5999999999999996,29.619363766828208,1,0.0,1,1,0,False,False,False,55480+U3,,,,,,,,,,,,
349,Forney Energy Center,55480_G_U4,55480,G,U4,4856.0,Combined Cycle,,ERC_REST,Texas,48.0,Kaufman,257.0,48257.0,168.0,7610.0,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03179,0.03179,0.03179,0.03179,,,,,,,,,,,,Natural Gas,55480.0,32.7563,-96.4916,,,,,,,,,3.419101677638398,117.0,POINT (-96.49160000000001 32.7563),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,53.424,17151.089373054692,67.2,0.0,13170.0,3.5999999999999996,29.619363766828208,1,0.0,1,1,0,False,False,False,55480+U4,,,,,,,,,,,,
350,Forney Energy Center,55480_G_U5,55480,G,U5,4857.0,Combined Cycle,,ERC_REST,Texas,48.0,Kaufman,257.0,48257.0,168.0,7610.0,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03179,0.03179,0.03179,0.03179,,,,,,,,,,,,Natural Gas,55480.0,32.7563,-96.4916,,,,,,,,,3.419101677638398,117.0,POINT (-96.49160000000001 32.7563),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,53.424,17151.089373054692,67.2,0.0,13170.0,3.5999999999999996,29.619363766828208,1,0.0,1,1,0,False,False,False,55480+U5,,,,,,,,,,,,
351,Forney Energy Center,55480_G_U6,55480,G,U6,4858.0,Combined Cycle,,ERC_REST,Texas,48.0,Kaufman,257.0,48257.0,168.0,7610.0,2003.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03179,0.03179,0.03179,0.03179,,,,,,,,,,,,Natural Gas,55480.0,32.7563,-96.4916,,,,,,,,,3.419101677638398,117.0,POINT (-96.49160000000001 32.7563),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,53.424,17151.089373054692,67.2,0.0,13170.0,3.5999999999999996,29.619363766828208,1,0.0,1,1,0,False,False,False,55480+U6,,,,,,,,,,,,
353,Sandy Creek Energy Station,56611_B_S01,56611,B,S01,90551.0,Coal Steam,,ERC_REST,Texas,48.0,Mclennan,309.0,48309.0,940.0,9256.0,2013.0,9999.0,wall,dry,N,Subbituminous,Dry Scrubber,2013.0,0.9,LNB + OFA,SCR,2013.0,,B,,ACI,2013.0,,0.1,0.04783,0.04783,0.04783,0.04783,0.1,0.1,0.1,0.99,,,,,,,,Subbituminous,56611.0,31.474378,-96.957149,,,,,,,,,1.7494556002769337,214.3,POINT (-96.957149 31.474378),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,12.0,168.26,95964.42863494887,376.0,0.0,37800.0,4.47,20.6629610361633,1,0.0,1,1,0,False,False,False,56611+S01,,,,,,,,,,,,
360,Panda Temple Power Station,58001_G_CTG-1,58001,G,CTG-1,90804.0,Combined Cycle,,ERC_REST,Texas,48.0,Bell,27.0,48027.0,211.0,7083.0,2014.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00924,0.00924,0.00924,0.00924,,,,,,,,,,,,Natural Gas,58001.0,31.055833,-97.317222,,,,,,,,,3.419101677638398,117.0,POINT (-97.317222 31.055833),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,67.098,21540.951534015116,84.4,0.0,13170.0,3.5999999999999996,27.81749718271277,1,0.0,1,1,0,False,False,False,58001+CTG-1,,,,,,,,,,,,
361,Panda Temple Power Station,58001_G_CTG-2,58001,G,CTG-2,90806.0,Combined Cycle,,ERC_REST,Texas,48.0,Bell,27.0,48027.0,211.0,7083.0,2014.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00924,0.00924,0.00924,0.00924,,,,,,,,,,,,Natural Gas,58001.0,31.055833,-97.317222,,,,,,,,,3.419101677638398,117.0,POINT (-97.317222 31.055833),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,67.098,21540.951534015116,84.4,0.0,13170.0,3.5999999999999996,27.81749718271277,1,0.0,1,1,0,False,False,False,58001+CTG-2,,,,,,,,,,,,
362,Panda Temple Power Station,58001_G_CTG-3,58001,G,CTG-3,90807.0,Combined Cycle,,ERC_REST,Texas,48.0,Bell,27.0,48027.0,211.0,7050.0,2015.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00737,0.00737,0.00737,0.00737,,,,,,,,,,,,Natural Gas,58001.0,31.055833,-97.317222,,,,,,,,,3.419101677638398,117.0,POINT (-97.317222 31.055833),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,67.098,21540.951534015116,84.4,0.0,13170.0,3.5999999999999996,27.704666827350707,1,0.0,1,1,0,False,False,False,58001+CTG-3,,,,,,,,,,,,
363,Panda Temple Power Station,58001_G_CTG-4,58001,G,CTG-4,90808.0,Combined Cycle,,ERC_REST,Texas,48.0,Bell,27.0,48027.0,211.0,7050.0,2015.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00737,0.00737,0.00737,0.00737,,,,,,,,,,,,Natural Gas,58001.0,31.055833,-97.317222,,,,,,,,,3.419101677638398,117.0,POINT (-97.317222 31.055833),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,67.098,21540.951534015116,84.4,0.0,13170.0,3.5999999999999996,27.704666827350707,1,0.0,1,1,0,False,False,False,58001+CTG-4,,,,,,,,,,,,
364,Panda Temple Power Station,58001_G_STG-1,58001,G,STG-1,,Combined Cycle,,ERC_REST,Texas,48.0,Bell,27.0,48027.0,312.0,7083.0,2014.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2014.0,,,,,,,,0.00924,0.00924,0.00924,0.00924,,,,,,,,,,,,Natural Gas,58001.0,31.055833,-97.317222,,,,,,,,,3.419101677638398,117.0,POINT (-97.317222 31.055833),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,99.21600000000001,31852.023121387283,124.80000000000001,0.0,13170.0,3.5999999999999996,27.81749718271277,1,0.0,1,1,0,False,False,False,58001+STG-1,,,,,,,,,,,,
365,Panda Temple Power Station,58001_G_STG-2,58001,G,STG-2,,Combined Cycle,,ERC_REST,Texas,48.0,Bell,27.0,48027.0,312.0,7050.0,2015.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2015.0,,,,,,,,0.00737,0.00737,0.00737,0.00737,,,,,,,,,,,,Natural Gas,58001.0,31.055833,-97.317222,,,,,,,,,3.419101677638398,117.0,POINT (-97.317222 31.055833),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,99.21600000000001,31852.023121387283,124.80000000000001,0.0,13170.0,3.5999999999999996,27.704666827350707,1,0.0,1,1,0,False,False,False,58001+STG-2,,,,,,,,,,,,
366,Panda Sherman Power Station,58005_G_CTG-1,58005,G,CTG-1,90809.0,Combined Cycle,,ERC_REST,Texas,48.0,Grayson,181.0,48181.0,204.0,7189.0,2014.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00685,0.00685,0.00685,0.00685,,,,,,,,,,,,Natural Gas,58005.0,33.582573,-96.617893,,,,,,,,,3.419101677638398,117.0,POINT (-96.617893 33.582573),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,64.872,20826.322810137837,81.60000000000001,0.0,13170.0,3.5999999999999996,28.179921960542437,1,0.0,1,1,0,False,False,False,58005+CTG-1,,,,,,,,,,,,
367,Panda Sherman Power Station,58005_G_CTG-2,58005,G,CTG-2,90810.0,Combined Cycle,,ERC_REST,Texas,48.0,Grayson,181.0,48181.0,204.0,7189.0,2014.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00685,0.00685,0.00685,0.00685,,,,,,,,,,,,Natural Gas,58005.0,33.582573,-96.617893,,,,,,,,,3.419101677638398,117.0,POINT (-96.617893 33.582573),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,64.872,20826.322810137837,81.60000000000001,0.0,13170.0,3.5999999999999996,28.179921960542437,1,0.0,1,1,0,False,False,False,58005+CTG-2,,,,,,,,,,,,
368,Panda Sherman Power Station,58005_G_STG-1,58005,G,STG-1,,Combined Cycle,,ERC_REST,Texas,48.0,Grayson,181.0,48181.0,309.0,7189.0,2014.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2014.0,,,,,,,,0.00685,0.00685,0.00685,0.00685,,,,,,,,,,,,Natural Gas,58005.0,33.582573,-96.617893,,,,,,,,,3.419101677638398,117.0,POINT (-96.617893 33.582573),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,98.262,31545.75366829702,123.60000000000001,0.0,13170.0,3.5999999999999996,28.179921960542437,1,0.0,1,1,0,False,False,False,58005+STG-1,,,,,,,,,,,,
375,Wolf Hollow II,59812_G_CGT4,59812,G,CGT4,91202.0,Combined Cycle,,ERC_REST,Texas,48.0,Hood,221.0,48221.0,307.2,6250.0,2017.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.00773,0.00773,0.00773,0.00773,,,,,,,,,,,,Natural Gas,59812.0,32.337679,-97.734612,,,,,,,,,3.419101677638398,117.0,POINT (-97.734612 32.337679),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,97.6896,31361.991996442863,122.88,0.0,13170.0,3.5999999999999996,24.969385485239982,1,0.0,1,1,0,False,False,False,59812+CGT4,,,,,,,,,,,,
376,Wolf Hollow II,59812_G_CGT5,59812,G,CGT5,91203.0,Combined Cycle,,ERC_REST,Texas,48.0,Hood,221.0,48221.0,307.2,6250.0,2017.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.00773,0.00773,0.00773,0.00773,,,,,,,,,,,,Natural Gas,59812.0,32.337679,-97.734612,,,,,,,,,3.419101677638398,117.0,POINT (-97.734612 32.337679),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,97.6896,31361.991996442863,122.88,0.0,13170.0,3.5999999999999996,24.969385485239982,1,0.0,1,1,0,False,False,False,59812+CGT5,,,,,,,,,,,,
377,Wolf Hollow II,59812_G_STG6,59812,G,STG6,,Combined Cycle,,ERC_REST,Texas,48.0,Hood,221.0,48221.0,454.9,6250.0,2017.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.00773,0.00773,0.00773,0.00773,,,,,,,,,,,,Natural Gas,59812.0,32.337679,-97.734612,,,,,,,,,3.419101677638398,117.0,POINT (-97.734612 32.337679),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,144.6582,46440.65807025345,181.96,0.0,13170.0,3.5999999999999996,24.969385485239982,1,0.0,1,1,0,False,False,False,59812+STG6,,,,,,,,,,,,
381,Phantom Solar,60774_G_GEN1,60774,G,GEN1,,Solar PV,,ERC_REST,Texas,48.0,Bell,27.0,48027.0,15.4,0.0,2017.0,9999.0,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60774.0,31.114983,-97.845111,,,,,,,,,0.0,0.0,POINT (-97.845111 31.114983),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,0.0,15.4,1.5721831925300134,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60774+GEN1,,,,,,,,,,,,
382,Buckthorn Wind Project,60983_G_BWIND,60983,G,BWIND,,Onshore Wind,,ERC_REST,Texas,48.0,Erath,143.0,48143.0,100.5,0.0,2017.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60983.0,32.371306,-98.377389,,,,,,,,,0.0,0.0,POINT (-98.37738899999999 32.371306),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,0.0,100.5,10.260026678523788,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60983+BWIND,,,,,,,,,,,,
383,Comanche Peak,6145_G_1,6145,G,1,,Nuclear,,ERC_REST,Texas,48.0,Somervell,425.0,48425.0,1205.0,10456.0,1990.0,2070.0,,,N,Nuclear Fuel,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Nuclear Fuel,6145.0,32.298365,-97.785515,,,,,,,,,0.6381663463155712,0.0,POINT (-97.785515 32.298365),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,20.0,96.4,615091.1516229435,1084.5,0.0,93280.0,2.14,8.812667317075613,0,0.0,1,1,0,False,False,False,6145+1,,,,,,,,,,,,
384,Comanche Peak,6145_G_2,6145,G,2,,Nuclear,,ERC_REST,Texas,48.0,Somervell,425.0,48425.0,1195.0,10456.0,1993.0,2073.0,,,N,Nuclear Fuel,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Nuclear Fuel,6145.0,32.298365,-97.785515,,,,,,,,,0.6381663463155712,0.0,POINT (-97.785515 32.298365),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,20.0,95.60000000000001,609986.6607381058,1075.5,0.0,93280.0,2.14,8.812667317075613,0,0.0,1,1,0,False,False,False,6145+2,,,,,,,,,,,,
385,Martin Lake,6146_B_1,6146,B,1,2804.0,Coal Steam,,ERC_REST,Texas,48.0,Rusk,401.0,48401.0,800.0,11234.0,1977.0,9999.0,tangential,dry,N,"Lignite, Subbituminous",Wet Scrubber,1977.0,0.95,LNC2,,,,ESPC,Yes,ACI,2009.0,,1.2,0.14908,0.14908,0.139,0.139,0.1,0.1,0.1,0.99,,,,,,,,Lignite,6146.0,32.2606,-94.5706,,,,,,,,,1.7494556002769337,215.4,POINT (-94.5706 32.2606),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,12.0,143.2,81671.85415740329,320.0,0.0,37800.0,4.47,24.12338421351107,1,0.0,1,1,0,False,False,False,6146+1,,,,,,,,,,,,
386,Martin Lake,6146_B_2,6146,B,2,2805.0,Coal Steam,,ERC_REST,Texas,48.0,Rusk,401.0,48401.0,805.0,11196.0,1978.0,9999.0,tangential,dry,N,"Lignite, Subbituminous",Wet Scrubber,1978.0,0.95,LNC2,,,,ESPC,Yes,ACI,2009.0,,1.2,0.15535,0.15535,0.139,0.139,0.1,0.1,0.1,0.99,,,,,,,,Lignite,6146.0,32.2606,-94.5706,,,,,,,,,1.7494556002769337,215.4,POINT (-94.5706 32.2606),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,12.0,144.095,82182.30324588706,322.0,0.0,37800.0,4.47,24.056904900700548,1,0.0,1,1,0,False,False,False,6146+2,,,,,,,,,,,,
387,Martin Lake,6146_B_3,6146,B,3,2806.0,Coal Steam,,ERC_REST,Texas,48.0,Rusk,401.0,48401.0,805.0,11194.0,1979.0,9999.0,tangential,dry,N,"Lignite, Subbituminous",Wet Scrubber,1979.0,0.95,LNC2,,,,ESPC,Yes,ACI,2008.0,,1.2,0.14956,0.14956,0.139,0.139,0.1,0.1,0.1,0.99,,,,,,,,Lignite,6146.0,32.2606,-94.5706,,,,,,,,,1.7494556002769337,215.4,POINT (-94.5706 32.2606),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,12.0,144.095,82182.30324588706,322.0,0.0,37800.0,4.47,24.053405989499993,1,0.0,1,1,0,False,False,False,6146+3,,,,,,,,,,,,
388,Oak Grove (TX),6180_B_1,6180,B,1,2830.0,Coal Steam,,ERC_REST,Texas,48.0,Robertson,395.0,48395.0,840.0,10479.0,2010.0,9999.0,tangential,dry,N,Lignite,Wet Scrubber,2009.0,0.98,LNC2 + NH3,SCR,2009.0,,B,,ACI,2010.0,,0.192,0.07184,0.07184,0.07184,0.07184,0.1,0.1,0.1,0.99,,,,,,,,Lignite,6180.0,31.1803,-96.4866,,,,,,,,,1.7494556002769337,215.4,POINT (-96.4866 31.1803),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,12.0,150.35999999999999,85755.44686527345,336.0,0.0,37800.0,4.47,22.802545235301988,1,0.0,1,1,0,False,False,False,6180+1,,,,,,,,,,,,
